qid	year	label	no	content_verbatim	content_fixed	choice_a	choice_b	choice_c	choice_d	answer	chapter	attachment_link	mixed_choices
oU6oNe0K	2018	1.12	11	Les cirrus, les cirrostratus, les altostratus et les stratus sont tous :		des nuages que l'on trouve dans l'étage supérieur de l'atmosphère	constitués exclusivement de glace	des nuages cumuliformes	des nuages stables	3	3.3.		True
6CEr8vn0	2018	1.13	12	Sur le schéma ci-contre représentant une perturbation, l'occlusion est repérée par le chiffre :	Sur le schéma représentant une perturbation, l’occlusion est repérée par le chiffre :	1	2	3	4	1	3.2.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2F7ViwC9fQ8bEegg25XnSP?alt=media&token=aaabf477-7c10-4aca-89ef-57f523bc52fb	True
Ip9hpES8	2018	1.14	13	Sur la photo ci-contre, prise à Paris-Orly au lever du jour après une nuit fraîche, sans nuages et sans vent, on observe un brouillard :		d'advection	de rayonnement	d'évaporation	de convection	1		https://annales-bia.fr/images/m3-2018.gif	
bu5Y7QMO	2018	1.15	14	L'ordre de grandeur de l'extension verticale des cumulonimbus est :		100 mètres	1 000 mètres	10 000 mètres	100 kilomètres	2	3.5.		True
dgPW2qNb	2018	1.16	15	La circulation du vent autour des centres de pression s'opère de souffle des :		hautes pressions vers les basses pressions (perpendiculaire aux isobares)	basses pressions vers les hautes pressions (perpendiculaire aux isobares)	basses pressions vers les hautes pressions, dévié vers la gauche dans l'hémisphère nord par la force de Coriolis (tangent aux isobares)	hautes pressions vers les basses pressions, dévié vers la droite dans l'hémisphère nord par la force de Coriolis (tangent aux isobares)	3	3.4.		True
Wr8fEEkP	2018	1.17	16	La Tramontane est :		un vent qui souffle du secteur nord-ouest, entre les Pyrénées et le Massif Central	l'assèchement de la masse d'air sous le vent d'un massif montagneux	un vent qui souffle du nord vers le sud dans la vallée du Rhône	une onde générée par la déviation d'un vent fort soufflant perpendiculairement à une chaîne montagneuse	0			
HAdABvCH	2018	1.18	17	La brise de mer :		s'établit parallèlement aux côtes	s'établit en milieu de matinée et cesse en fin d'après-midi	a une intensité qui ne peut pas dépasser les 5 kt	pénètre sur le continent sur une étendue de quelques dizaines de mètres à quelques centaines de mètres	1	3.4.		True
jUeFwmiY	2018	1.19	18	Le type de nuage qui peut indiquer la présence de turbulences sévères est :		l'altocumulus lenticularis (lenticulaires)	le stratus	le cirrus	l'altostratus	0	3.5.		True
bFTHmzG9	2018	1.20	19	Pour un aéronef en vol, le seul phénomène pouvant être la cause de tous ces dangers (réduction de visibilité, cisaillement de vent, dégâts à la structure, altération du profil aérodynamique, givrage) est :		l'onde	la turbulence	les précipitations	le brouillard	2	3.5.		True
Gk1sgMIO	2018	2.1	20	La vitesse de l'écoulement autour d'une aile :		augmente sur l'extrados et diminue sur l'intrados	diminue sur l'extrados et diminue sur l'intrados	diminue sur l'extrados et augmente sur l'intrados	augmente sur l'extrados et augmente sur l'intrados	0	2.1.		True
uBkkR10M	2018	2.2	21	Au sein d'un écoulement fluide autour d'une aile, lorsque la vitesse de cet écoulement augmente, la pression statique :		augmente	diminue	est constante quelle que soit la variation de vitesse	n'augmente que si la température augmente	1	2.1.		True
czV4Am9V	2018	2.3	22	L'origine de la sustentation résulte de l'apparition :		d'une surpression à l'extrados et d'une dépression à l'intrados	d'une surpression à l'intrados et d'une dépression à l'extrados	d'une dépression à l'extrados et à l'intrados	d'une surpression à l'extrados et à l'intrados	1	2.1.		True
MxxxoNvI	2018	2.4	23	La portance est :		la force générée par le moteur	toujours égale et de direction opposée au poids de l'avion	la composante de la force aérodynamique qui est perpendiculaire à la direction vent relatif	la composante de la force aérodynamique qui est parallèle à la direction du vent relatif	2	2.1.		False
8cs2ONm0	2018	2.5	24	L'angle d'incidence d'un profil est l'angle formé entre :		la corde du profil et l'horizontale	l'axe longitudinal de l'avion et la direction du vent relatif	la direction du vent relatif et l'horizontale	la corde du profil et la direction du vent relatif	3			
ELfvbcLf	2018	2.6	25	A vitesse constante, si on augmente l'incidence du profil :		la portance et la traînée augmentent	la traînée diminue et la portance augmente	la portance diminue	la portance augmente et la traînée diminue	0	2.1.		True
SG08GtjG	2018	2.7	26	Un planeur vole en air calme à 144 km.h-1, son variomètre indique 0,8 m.s-1, sa finesse est de :	Un planeur vole en air calme à 144 km/h, son variomètre indique 0,8 m/s, sa finesse est de :	50	180	10	0,02	0	2.1.		True
7HbswyFE	2018	2.8	27	La vitesse de décrochage d'un avion augmente quand :		la quantité de carburant dans les réservoirs diminue	le facteur de charge diminue	la masse de l'avion diminue	le facteur de charge augmente	3			
3idBtZvw	2018	2.9	28	Lors d'une ressource, le facteur de charge :		augmente	diminue et la vitesse de décrochage augmente	reste constant	diminue ainsi que la vitesse de décrochage	0			
dVXQyUu3	2018	2.10	29	L'allongement d'une aile est :		le rapport envergure sur corde moyenne	le rapport corde moyenne sur envergure	fonction de l'épaisseur du profil	faible sur les planeurs	0	2.1.		True
l5hdAa2c	2018	2.11	30	La sortie des volets de bord de fuite provoque :		l'augmentation du coefficient de portance et du coefficient de traînée	l'augmentation du coefficient de portance et la diminution du coefficient de traînée	la diminution du coefficient de portance et la diminution du coefficient de traînée	la diminution du coefficient de portance et l'augmentation du coefficient de traînée	0	2.1.		True
mBr5Uo6F	2018	2.12	31	La position du centre de gravité d'un avion a un effet important sur la stabilité et la maniabilité de l'avion, un centrage arrière rend l'avion :		peu maniable mais stable autour de l'axe de tangage	instable autour de l'axe de lacet	instable autour de l'axe de roulis	maniable mais moins stable autour de l'axe de tangage	3	2.2.		True
8C5MIAW8	2018	2.13	32	Le volume de l'enveloppe d'une montgolfière est de 10 000 m3, la masse volumique de l'air extérieur est de 1,225 kg.m-3 et la masse volumique de l'air chaud de 1,100 kg.m-3. La masse totale maximale de la montgolfière est de :	Le volume de l’enveloppe d’une montgolfière est de 10 000 m3. La masse volumique de l’air extérieur est de 1,225 kg/m3 et la masse volumique de l’air chaud de 1,100 kg/m3. La masse totale maximale de la montgolfière est de :	1 250 kg	12 250 kg	11 000 kg	1 100 kg	0	2.3.		True
pN5y6SLt	2018	2.14	33	Pendant un vol en montée rectiligne à vitesse constante :		la portance équilibre le poids	la portance est supérieure au poids	la portance est inférieure au poids	le facteur de charge est supérieur à 1	2	2.2.		True
B16YaaGL	2018	2.15	34	Un ULM pendulaire est piloté :		en roulis et en tangage, par traction sur les suspentes	en roulis seulement, par déplacement du centre de gravité	en tangage seulement, par déplacement du centre de gravité	en roulis et en tangage, par déplacement du centre de gravité	3	2.2.		True
xem9VA0N	2018	2.16	35	En virage en palier le facteur de charge augmente avec :		l'altitude	l'inclinaison	la masse de l'avion	la vitesse	1			
nSK6OmUJ	2018	2.17	36	En montée, un avion subit un vent arrière qui aura pour conséquence :		une augmentation du taux de montée	une diminution de la pente sol	une augmentation de la pente sol	une réduction du temps de montée	1	2.2.		True
KzYWCliC	2018	2.18	37	Le but principal des spoilers est de diminuer :		la traînée	la vitesse d'atterrissage	la portance de l'aile	la portance et la traînée	2	2.1.		True
HJRXfbCh	2018	2.19	38	Sur un hélicoptère, le vrillage d'une pale a pour but de tendre à :		augmenter la portance de la pale	uniformiser la portance sur toute la longueur de la pale	diminuer la traînée	déplacer le centre de gravité de la pale	1			
wYgo8PmT	2018	2.20	39	La base de lancement spatial de Kourou est située proche de l'équateur pour profiter :		d'une plus grande vitesse de rotation de la Terre	d'un climat tempéré	d'une pression atmosphérique faible	d'un espace aérien réservé à cet usage	0			
NSievPBw	2018	3.1	40	Sur un avion, l'indicateur de virage présente la configuration ci-dessous. L'avion se trouve :		en virage à gauche	en virage à droite asymétrique	en virage à gauche symétrique au taux standard	en virage à droite	0	1.2.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FLxOGNoNblEkTYt5nJM1c?alt=media&token=a753608c-4d58-4382-a77e-bcd3d82ac9df	True
QUUON3rv	2018	3.2	41	La description correcte pour l'avion représenté est :		aile basse à dièdre positif et empennage papillon	aile médiane à dièdre négatif et dérive surélevée	aile médiane à dièdre positif et empennage cruciforme	aile basse à flèche positive et empennage en T	2	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FxnHedAqrXAeTl77cBOFP?alt=media&token=94ad6bdb-f05b-433c-a7ba-fe330d4978e7	True
zlHAyLGL	2018	3.3	42	L'hélice à pas variable :		s'utilise avec grand pas au décollage et petit pas en croisière	diminue la vitesse de décrochage lorsque le moteur est réduit	ne peut s'utiliser que sur des avions multimoteurs	permet de raccourcir la distance de décollage	3	1.3.		True
CyXbYY69	2018	3.4	43	L'horizon artificiel indique la configuration ci-dessous, on en conclut que l'avion a :		une assiette à piquer et vire à droite	une assiette à piquer et vire à gauche	une assiette à cabrer et vire à droite	une assiette à cabrer et vire à gauche	0	1.2.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FaiAbQs1Fdry7TMPbiE32?alt=media&token=40d5902a-7d3c-4695-8ddc-5308ba0495ea	True
z0mpvNFh	2018	3.5	44	Quelle est la mauvaise classification ?		aérodynes non motorisés : deltaplanes, planeurs	aérostat : parachutes, ballons, dirigeables	engins aérospatiaux : lanceurs, fusées	engins spatiaux : satellites, sondes	1			
hjdKg2L8	2018	3.6	45	Le variomètre est un instrument de bord qui mesure :		la vitesse verticale de l'avion	la vitesse propre de l'avion	l'altitude	la consommation de carburant	0	1.2.		True
96G9Xmvj	2018	3.7	46	La grandeur d'entrée de l'altimètre est :		la pression statique	la pression totale	la pression dynamique	la différence entre pression statique et dynamique	0	1.2.		True
YU0XK2pn	2018	3.8	47	Les ULM pendulaires sont pilotés en tangage et en roulis par :		le volant	le manche	le palonnier	la barre	3	1.1.		True
7nvFYMpS	2018	3.9	48	Un saumon d'aile est :		la jonction entre l'aile et le fuselage	une pièce en forme de poisson qui sert à équilibrer l'aileron	l'extrémité de l'aile appelée aussi bord marginal	une pièce renforcée de l'aile qui sert de marchepied	2			
JEuPIhQS	2018	3.10	49	Le braquage des ailerons provoque un effet secondaire appelé :		roulis inverse	roulis induit	lacet induit	lacet inverse	3	1.1.		True
Zb7rglPu	2018	3.11	50	L'instrument du tableau de bord n'utilisant pas un gyroscope est :		l'indicateur de virage	le compas magnétique	le conservateur de cap	l'horizon artificiel	1	1.2.		True
WgiKs6Qy	2018	3.12	51	Identifier les éléments 1, 2, 3 et 4 de la structure d'avion représentée ci-dessous :		1 = cockpit ; 2 = réacteur ; 3 = longeron ; 4 = aileron	1 = fuselage ; 2 = saumon d'aile ; 3 = emplanture ; 4 = aileron	1 = cockpit ; 2 = les ailes ; 3 = fuselage ; 4 = empennage	1 = fuselage ; 2 = volets ; 3 = poutre de queue ; 4 = dérive	2	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FB8Xd4kTd7zIWJzIYpNn5?alt=media&token=a4f25a27-85cc-4298-ae02-a2ef6790e012	True
8WwzaDBW	2018	3.13	52	"Un train d'atterrissage dit ""Tricycle"" comprend :"		deux atterrisseurs principaux et une roulette de queue	deux atterrisseurs principaux et un patin	deux atterrisseurs principaux et une roulette de nez	un atterrisseur principal et deux balancines	2	1.1.		True
WVp4GN40	2018	3.14	53	L'élément fléché correspond à :		l'emplanture	un aileron basse vitesse	un volet	un winglet	3		https://annales-bia.fr/images/c5-2018.gif	
jgeFjzSb	2018	3.15	54	Quand le pilote agit sur le manche (ou le volant) à gauche :		la gouverne de direction se braque à gauche	l'aileron gauche se lève	la gouverne de profondeur se braque vers le haut	l'aileron gauche s'abaisse	1	1.1.		True
5TxTWI1K	2018	3.16	55	Un horizon artificiel donne des informations :		de tangage et d'incidence	de tangage et de cap magnétique	de roulis et d'incidence	d'assiette et d'inclinaison	3	1.2.		True
s8yXIAQE	2018	3.17	56	Durant un cycle de fonctionnement d'un moteur à pistons, le seul temps qui produit de l'énergie mécanique utile pour la propulsion est :	Dans un cycle de fonctionnement d’un moteur à pistons, le seul temps qui produit de l’énergie mécanique est :	l'admission	l'explosion-détente	l'échappement	la compression	1	1.3.		True
12kICmLk	2018	3.18	57	Le dirigeable fait partie de la famille des :		aérodynes	engins spatiaux	aérostats	engins aérospatiaux	2	1.1.		True
LwmvOSRj	2018	3.19	58	Pour garantir la symétrie du virage d'un aéronef, on utilise :		le manche	le palonnier	le volant	le compensateur	1	1.1.		True
6l7Sv4Zf	2018	3.20	59	L'arc jaune indiqué sur un anémomètre indique :		la vitesse à ne jamais dépasser	la plage de vitesse à ne pas utiliser en atmosphère turbulente	la plage de vitesse où l'utilisation des volets est possible	la vitesse maximale avec le train d'atterrissage sorti	1	1.2.		True
3jbvNcau	2018	4.1	60	Pour commencer la préparation de votre navigation et après avoir identifié sur le document D1 le point central des aérodromes de départ et d'arrivée, calculer la distance réelle séparant ces deux aérodromes, vous obtenez :		93 km	46 km	9,3 km	46 NM	1			
8bTWOgEr	2018	4.2	61	Les aérodromes de Péronne et d'Amiens ont la même latitude, vous en déduisez que la route vraie de Péronne à Amiens est :	Les aérodromes de Péronne (LFAG) et d’Amiens (LFAY) ont la même latitude. Vous en déduisez que la route vraie de Péronne à Amiens est :	120°	90°	250°	270°	3	4.3.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FBIjh4MQv9qiwNDd14L7D?alt=media&token=6fd3945d-81bc-46a6-b96d-c2617c276013	True
b9i9iWjY	2018	4.3	62	Votre instructeur vous indique que la déclinaison magnétique est de 1 ° ouest, pour obtenir votre route magnétique vous devez :	Pour une navigation de Péronne vers Amiens, votre instructeur vous indique que la déclinaison magnétique est de 1° ouest. Pour obtenir votre route magnétique, vous devez :	soustraire cette déclinaison à la valeur de la route vraie	additionner cette déclinaison à la valeur de la route vraie	ignorer cette indication car la route vraie est toujours identique à la route magnétique	multiplier cette valeur par le facteur d'échelle de la carte	0	4.3.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FWPparZqe2oQvnlWALG23?alt=media&token=86da8680-73d9-47b0-8d43-4bcb2e37169c	True
O09WhlRR	2018	4.4	63	A partir des toutes dernières informations météorologiques, votre instructeur vous indique, qu'en vol, il vous faudra suivre un cap magnétique inférieur à la route magnétique, vous en déduisez que :	Pour une navigation de Péronne vers Amiens, votre instructeur vous indique, à partir des toutes dernières informations météorologiques, qu’en vol, il faudra suivre un cap magnétique inférieur à la route magnétique. Vous en déduisez que :	le vent est traversier et vient du Sud	le vent est traversier et vient du Nord	le vent souffle en provenance de l'Est	le vent souffle en provenance de l'Ouest	0	4.3.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FADIaJ0xgKo78hhgOuz3B?alt=media&token=3c629b92-ca08-4068-bef1-9ddbc2079749	True
